customer_id,first_name,last_name,gender,birth_date,signup_date,city,region_id,customer_segment,acquisition_channel
2037,Kristen,Jones,Female,1960-04-03,2025-11-05,Monicamouth,2,Premium,Organic Search
2038,Nicole,Brooks,Female,1973-08-23,2023-09-13,Rossfort,4,Budget,Paid Search
2039,Ashley,Reed,Female,1968-05-17,2025-01-07,Josephtown,1,Premium,Referral
2040,Gregory,Willis,Male,1991-03-23,2024-08-29,Williamschester,1,Budget,Affiliate
2041,John,Adams,Male,1964-03-27,2024-08-07,Schultzberg,2,Budget,Social Media
2042,Jon,Williams,Male,1988-09-03,2025-01-23,Karafurt,2,Budget,Paid Search
2043,Tammy,Phelps,Female,1991-06-21,2024-09-24,Claireland,1,Standard,Email
2044,Ashley,Vazquez,Female,1950-09-20,2024-09-20,Rileyberg,1,Budget,Referral
2045,Robert,Diaz,Male,1978-04-24,2023-09-13,East Tinastad,7,Standard,Paid Search
2046,Wayne,Sharp,Male,1958-05-09,2025-05-18,New John,4,Standard,Referral
2047,Alicia,Crawford,Female,1963-10-10,2025-01-23,Nancyside,5,Budget,Organic Search
2048,Brenda,Sloan,Female,1990-02-04,2023-04-22,Whiteview,2,VIP,Organic Search
2049,Daniel,Lawson,Male,1951-03-12,2024-07-02,Woodshaven,1,Premium,Organic Search
2050,Debra,Goodman,Female,1991-01-01,2023-12-26,South Anntown,8,Budget,Organic Search
2051,Sandra,Greer,Female,1998-01-18,2024-07-18,Lake Kimberlyshire,1,Standard,Affiliate
2052,Michael,Hurley,Male,2007-12-21,2023-08-06,South Timothystad,6,Standard,Paid Search
2053,Barry,Armstrong,Male,1975-02-24,2025-02-20,Kerryport,5,Budget,Paid Search
2054,Larry,Martin,Male,1958-04-28,2025-01-24,Lake Craig,3,Premium,Paid Search
2055,Tabitha,Harvey,Female,1954-10-06,2025-02-04,New Katherine,5,Standard,Paid Search
2056,Kathleen,Holmes,Other,1972-11-15,2024-06-22,Elizabethfort,6,Budget,Paid Search
2057,Dillon,Wallace,Male,1993-01-15,2025-05-28,Nicholasmouth,7,Budget,Organic Search
2058,Kevin,Johnson,Male,1956-08-05,2025-09-03,West Markview,4,Standard,Email
2059,Deborah,Erickson,Other,1968-10-30,2024-08-15,Jeffreychester,2,Premium,Organic Search
2060,Kimberly,Sandoval,Female,2001-10-02,2024-09-01,West Michelleshire,4,Standard,Referral
2061,Christopher,Thomas,Male,1958-08-11,2025-10-17,Port Branditon,1,Budget,Organic Search
2062,John,Potts,Male,1995-07-08,2025-02-15,West Michelle,3,Budget,Referral
2063,Gregory,Ward,Male,1994-05-04,2024-11-17,Owenston,4,Standard,Referral
2064,Matthew,Rodriguez,Male,1958-05-18,2025-06-10,Dawnmouth,2,Standard,Organic Search
2065,Jesse,Perez,Male,2008-03-31,2024-04-19,Christinaview,7,Budget,Organic Search
2066,Cynthia,Jones,Female,1958-12-10,2023-03-09,Heatherfort,8,Premium,Direct
2067,Casey,Gomez,Male,1981-06-04,2025-05-11,Taylorhaven,1,Budget,Social Media
2068,Gabrielle,Scott,Female,1951-02-23,2025-03-24,West Joseph,2,Budget,Email
2069,Vincent,Walters,Male,1988-05-10,2024-08-28,Codyside,3,Budget,Organic Search
2070,Gary,Wong,Male,1976-03-07,2023-04-03,Lewismouth,1,Standard,Paid Search
2071,Christian,Valencia,Male,1992-07-22,2025-11-17,Tammystad,1,VIP,Social Media
2072,Juan,Flowers,Male,1987-01-31,2025-06-04,Toddport,7,Budget,Affiliate
2073,Ross,Cox,Male,1959-06-08,2024-07-13,Lake Rileyton,1,Standard,Paid Search
2074,Brittney,Hurst,Female,1974-07-15,2023-12-04,Courtneyville,2,Standard,Referral
2075,Ricardo,Jenkins,Male,1990-06-23,2024-12-31,East Judith,3,Budget,Email
2076,Matthew,Rivers,Male,2000-07-14,2023-02-14,Scottport,1,Standard,Organic Search
2077,Alicia,Garcia,Female,1955-09-07,2024-09-26,Romanmouth,6,Standard,Paid Search
2078,Madeline,Davis,Female,1956-06-25,2025-12-23,Caldwellfort,6,Standard,Organic Search
2079,Nathan,Roman,Male,1994-04-19,2025-06-11,West David,3,Standard,Social Media
2080,Hannah,Flores,Female,1984-11-07,2025-12-20,Virginiahaven,2,Standard,Email
2081,Micheal,Porter,Male,1972-12-05,2024-07-24,Nathanfurt,7,Premium,Paid Search
2082,Amanda,Murray,Female,2006-07-11,2023-06-15,New Makayla,5,Standard,Paid Search
2083,Craig,Miller,Other,1968-11-23,2025-12-06,Christinatown,4,Budget,Email
2084,Matthew,Williams,Male,1958-10-07,2025-09-21,South Karafurt,3,Budget,Social Media
2085,Joe,Gibbs,Male,1966-09-20,2025-01-07,Autumnfort,4,Standard,Social Media
2086,Joshua,Haynes,Male,1955-07-17,2024-01-11,New Larry,2,Budget,Social Media
2087,Michael,Sanders,Male,1982-10-02,2025-06-11,North Kara,3,Standard,Organic Search
2088,Jacob,Cochran,Male,1985-06-16,2023-02-10,Lake Andrea,5,Standard,Email
2089,Rebecca,Richards,Female,1985-11-23,2025-10-29,Moralesbury,3,VIP,Paid Search
2090,Heather,Gonzalez,Female,1995-11-02,2025-05-07,Tuckerbury,5,Standard,Paid Search
2091,Jacob,Nunez,Male,1990-09-14,2023-10-30,Jacquelinechester,5,Standard,Organic Search
2092,Angel,Brown,Male,1999-11-01,2023-10-14,East Amanda,6,Premium,Social Media
2093,Daniel,Maxwell,Male,1988-11-04,2023-04-26,East Lauren,4,Budget,Social Media
2094,Robert,Mullins,Male,1968-02-25,2025-07-07,North Josephton,2,VIP,Paid Search
2095,Larry,Bartlett,Male,1980-09-07,2023-08-20,Frederickport,5,Budget,Affiliate
2096,William,Perez,Male,1980-03-17,2024-11-27,Rosalesbury,6,Premium,Affiliate
2097,Erik,Joseph,Male,1994-01-12,2024-06-13,Alexanderland,1,Budget,Organic Search
2098,Tiffany,Adams,Female,1967-10-19,2024-12-25,East Janetown,7,Premium,Email
2099,Matthew,Sloan,Male,1953-10-27,2025-05-05,Port Michael,8,Standard,Paid Search
2100,Lori,Bridges,Female,2002-09-26,2023-12-16,South Madison,5,Standard,Direct
2101,Kayla,Mccann,Female,2006-01-10,2023-12-03,HOWARDCHESTER,1,Standard,Organic Search
2102,David,Blair,Male,1979-05-12,2024-05-21,Jasmineland,5,Standard,Paid Search
2103,Charles,Hunter,Male,1957-03-12,2025-11-13,Pattersonshire,3,Budget,Social Media
2104,Ashley,Patrick,Female,1979-08-19,2024-09-13,East Laura,2,Standard,Paid Search
2105,Christopher,Baker,Male,1985-02-07,2024-02-15,West Michelle,1,Budget,Email
2106,Renee,Miller,Female,1981-04-18,2024-11-27,New Tracyside,5,Budget,Social Media
2107,Keith,Good,Male,2007-05-13,2023-11-05,Lisaport,4,Budget,Organic Search
2108,James,Chang,Male,2007-11-24,2025-07-03,Shannonview,3,Budget,Social Media
2109,Mark,Nelson,Male,2004-10-28,2024-04-30,Isabelburgh,3,VIP,Affiliate
2110,Jade,Fuentes,Female,1958-04-24,2025-12-19,Justinland,3,Standard,Referral
2111,Ashley,Davis,Female,2000-08-01,2025-03-09,Christopherfurt,3,Premium,Social Media
2112,Thomas,Lopez,Male,1983-08-16,2025-02-21,Lake Matthewton,3,Standard,Paid Search
2113,Daniel,Petersen,Male,1971-11-07,2024-03-27,Lake Brittanymouth,1,Budget,Organic Search
2114,Sara,Bowen,Female,1990-04-08,2023-11-02,Kimberlyside,3,Budget,Affiliate
2115,Paula,Ramirez,Female,1994-11-23,2023-05-31,Crosbyview,1,Standard,Email
2116,James,Taylor,Male,2006-01-06,2025-09-13,North Josehaven,6,Budget,Social Media
2117,Dana,Sanchez,Female,1995-05-04,2025-12-17,Theresaville,4,Budget,Affiliate
2118,Ashley,Ramos,Female,1951-08-16,2023-12-23,South Alexander,6,Budget,Organic Search
2119,April,Olson,Female,1954-07-28,2025-12-27,Moramouth,3,Standard,Email
2120,Terry,Williams,Male,1965-11-11,2025-02-25,South Dorisfort,1,Standard,Organic Search
2121,Jeffrey,Mata,Male,1952-12-18,2025-07-21,Port Steven,2,Budget,Organic Search
2122,Brianna,Munoz,Female,1954-03-01,2025-12-23,South Robertfort,2,Budget,Social Media
2123,Michael,Jones,Male,1996-06-08,2025-12-13,Lopezville,3,Budget,Paid Search
2124,Kathryn,Williams,Female,1980-01-15,2025-01-12,Hoffmanport,6,Budget,Direct
2125,Brian,Price,Male,1987-02-11,2024-12-04,North Jeremy,1,Budget,Paid Search
2126,Samantha,Martin,Female,1979-09-19,2025-04-19,Destinyfurt,3,Standard,Referral
2127,Dawn,Jordan,Female,1974-10-01,2023-12-29,Danielland,1,Budget,Referral
2128,James,Morris,Male,1991-05-12,2024-07-17,New Erin,3,Budget,Email
2129,Jasmine,Buck,Female,1955-06-09,2025-08-22,New Jenniferfort,4,Budget,Direct
2130,Maria,Perez,Female,1981-10-11,2023-07-23,West Lisa,1,Budget,Paid Search
2131,Zachary,Thornton,Male,1986-05-21,2024-09-28,Flemingville,1,Budget,Paid Search
2132,Kristen,Mclaughlin,Female,1966-10-01,2024-04-26,Angelicaville,5,Budget,Organic Search
2133,Cole,Holder,Male,1968-08-18,2025-01-25,New Peter,3,Premium,Paid Search
2134,Tiffany,Ford,Female,1980-04-23,2023-11-18,North Susan,3,Budget,Affiliate
2135,Tammy,Jones,Female,1962-06-10,2025-11-08,Lake Rachel,5,Premium,Social Media
2136,Monica,Norman,Female,1997-07-10,2025-07-25,Stephaniefurt,1,Standard,Paid Search
2137,Rebecca,Taylor,Female,1981-10-07,2023-06-06,South Ashleytown,7,Standard,Organic Search
2138,Joshua,Hicks,Male,1973-04-26,2024-05-07,Laurahaven,6,Budget,Social Media
2139,Adam,Hancock,Male,1987-06-12,2023-03-29,East Kendra,3,Standard,Email
2140,Jacob,Hall,Male,1999-01-22,2023-08-13,Jamesland,3,Budget,Paid Search
2141,April,Cox,Female,1990-02-27,2024-08-23,Port Mark,3,Budget,Referral
2142,Bradley,Collins,Male,1954-06-28,2024-05-12,Nicholasborough,6,Standard,Email
2143,Patricia,Mccarthy,Female,1991-03-07,2024-11-28,North Nancyland,1,Premium,Referral
2144,Elizabeth,Solomon,Female,1992-12-29,2024-03-27,East Rhondabury,5,Standard,Paid Search
2145,Collin,Duncan,Male,1999-10-02,2024-05-15,Williamshire,2,Standard,Email
2146,Michelle,Knight,Female,1954-01-05,2025-12-01,East Matthewmouth,6,Budget,Organic Search
2147,Craig,Hickman,Other,1955-08-28,2025-09-28,Port Toddtown,8,Budget,Paid Search
2148,Corey,Reed,Male,1975-11-09,2023-01-29,Solomonshire,2,Standard,Referral
2149,Elizabeth,Anderson,Female,1976-12-13,2025-02-12,Smithland,3,Standard,Email
2150,Victor,King,Male,1985-12-20,2023-09-11,Port Cynthia,4,VIP,Organic Search
2151,Justin,Flores,Male,1968-08-05,2025-07-23,South Paul,4,Standard,Affiliate
2152,David,Avila,Male,1993-09-03,2025-08-29,Gallagherfurt,1,Budget,Organic Search
2153,Judith,Glenn,Female,1993-08-12,2025-04-05,Mathewstown,4,Budget,Social Media
2154,James,Walker,Male,1957-08-01,2025-04-16,Shellyshire,5,Premium,Direct
2155,Rebecca,Gibson,Female,1991-09-18,2025-09-10,Port Christopher,8,Standard,Social Media
2156,Pamela,Wolf,Female,1991-05-06,2023-07-10,East Jeremiahview,5,Standard,Referral
2157,Lauren,Fisher,Female,1960-02-27,2025-05-16,Cookfort,4,Budget,Social Media
2158,Steven,Baker,Male,2005-12-06,2023-08-08,Darrentown,2,Budget,Referral
2159,Elizabeth,Campbell,Female,1980-12-27,2023-03-28,New Kevinmouth,1,Budget,Email
2160,Nicholas,Robinson,Male,1996-01-26,2025-03-17,New Christopherstad,5,Standard,Email
2161,Jasmine,Gates,Female,1992-06-17,2024-03-04,Franciston,5,Budget,Organic Search
2162,Jordan,Chan,Female,1960-05-04,2023-04-03,Lisaport,6,Budget,Referral
2163,Robert,Gutierrez,Male,1958-01-07,2023-05-05,North Danielfort,3,Premium,Organic Search
2164,Troy,Johnston,Male,1995-12-18,2025-12-17,Parkermouth,2,Premium,Direct
2165,Heidi,Nunez,Female,1966-03-30,2024-01-02,Robertmouth,2,Standard,Organic Search
2166,Chris,Cunningham,Male,2002-01-25,2024-08-06,Hernandezfurt,3,Premium,Organic Search
2167,Melanie,Clark,Female,1995-05-26,2024-02-26,Josephtown,3,Budget,Affiliate
2168,Peter,Carpenter,Male,1952-05-10,2025-11-14,Suefurt,2,Premium,Paid Search
2169,Joseph,Bailey,Male,1997-06-20,2023-05-24,Smithchester,1,Premium,Paid Search
2170,James,Lawrence,Male,1966-06-06,2024-12-20,Port Stephanie,3,Standard,Email
2171,Mitchell,Russell,Male,1954-05-12,2024-10-17,New David,3,Standard,Organic Search
2172,Jennifer,Kelley,Female,1991-12-21,2025-05-03,New Katrinamouth,8,Budget,Organic Search
2173,Sonya,Zamora,Female,1984-02-07,2025-10-16,Carlsonmouth,7,Premium,Social Media
2174,Amanda,Pena,Female,1955-02-15,2023-01-01,Thomasbury,2,Budget,Paid Search
2175,Jonathan,Lawrence,Male,1977-01-21,2023-02-05,Jonesland,6,Standard,Organic Search
2176,Amy,Kim,Female,1971-07-18,2024-07-04,West David,4,Standard,Organic Search
2177,Julian,Barnes,Male,1979-08-20,2024-07-30,Lake Laura,8,Standard,Paid Search
2178,Jason,Rasmussen,Male,1983-07-15,2025-10-10,West James,4,VIP,Paid Search
2179,David,Cohen,Male,1971-12-25,2024-03-13,North Kristin,2,Standard,Organic Search
2180,Cindy,Lawrence,Female,1965-06-14,2025-09-08,West Joshua,2,Standard,Email
2181,Alison,Morales,Female,1956-08-16,2023-06-19,Port Melaniefurt,8,Standard,Email
2182,Kylie,Mccann,Female,1983-12-11,2023-05-30,Lake Sally,7,Budget,Organic Search
2183,James,Cooper,Male,1992-07-30,2025-06-16,East Matthew,4,Standard,Paid Search
2184,Joshua,Myers,Male,1963-11-26,2025-07-01,New Kevin,4,Standard,Affiliate
2185,Chad,Cooper,Male,1980-03-02,2023-06-28,Baldwinton,4,Standard,Social Media
2186,Amanda,Reyes,Female,1953-03-17,2025-12-26,Jonside,6,Premium,Paid Search
2187,George,Schmidt,Male,2000-09-15,2023-06-04,Johnville,3,Budget,Social Media
2188,Vernon,Welch,Male,1964-11-02,2025-10-06,West Garrettstad,1,Budget,Organic Search
2189,Tracey,Conway,Female,1978-01-07,2023-11-24,West Johnmouth,3,Standard,Referral
2190,Jennifer,Holder,Female,1972-11-13,2023-02-16,West Mason,4,Budget,Affiliate
2191,Allen,Hawkins,Male,1959-05-12,2025-09-13,Piercemouth,3,Standard,Affiliate
2192,Joshua,Johnson,Male,2004-08-30,2023-11-11,North Jeremy,6,Budget,Organic Search
2193,Kevin,Anderson,Male,2000-05-22,2024-12-06,East Pamfort,8,Budget,Paid Search
2194,Andrew,Lam,Male,1982-09-21,2025-08-22,Annchester,2,Premium,Organic Search
2195,Tammy,Bean,Female,2003-08-31,2023-09-29,New Lisa,7,Budget,Paid Search
2196,Keith,Frank,Male,1993-08-13,2025-06-13,New Tyler,5,Standard,Paid Search
2197,Samantha,Lyons,Female,1974-12-24,2024-12-09,Laurieport,4,Standard,Email
2198,Keith,Robles,Male,1969-04-27,2024-02-13,New Lisa,1,Budget,Organic Search
2199,Kara,Estrada,Female,1974-10-19,2023-03-26,Collinsville,3,Premium,Affiliate
2200,Jessica,Young,Female,1992-06-07,2024-02-22,New Angela,8,VIP,Organic Search
2201,Aaron,Smith,Male,1966-05-22,2024-08-24,Christianton,5,Budget,Organic Search
2202,Cassandra,Freeman,Female,1955-03-05,2024-06-24,Gailberg,4,Budget,Affiliate
2203,Teresa,Thomas,Female,1972-04-11,2025-05-24,Lake Jacqueline,1,Standard,Email
2204,Nicole,Miller,Female,1979-10-10,2024-08-08,Wardstad,3,Budget,Paid Search
2205,Theresa,Jones,Female,2002-12-20,2024-07-07,Alyssaberg,4,Standard,Social Media
2206,Mary,Horton,Female,1961-01-21,2025-08-10,Port Pamelafurt,5,Standard,Organic Search
2207,Jennifer,Baxter,Female,1997-04-22,2024-10-03,Debratown,7,Budget,Organic Search
2208,Richard,Kelly,Male,2007-07-31,2025-12-21,Beckershire,3,Budget,Social Media
2209,Jillian,Hill,Female,2005-12-29,2025-01-18,East Mindyfurt,2,Premium,Paid Search
2210,Amy,Nichols,Female,1954-08-27,2025-11-15,Kellyside,2,Standard,Social Media
2211,Tara,Ballard,Female,1977-08-19,2025-10-04,North Ashley,1,Standard,Organic Search
2212,Jaime,Farley,Male,1967-01-11,2024-08-13,N/A,1,Budget,Email
2213,Cindy,Nichols,Female,1999-08-29,2025-02-22,South Brandonland,2,Premium,Referral
2214,Sharon,Rogers,Female,1969-08-21,2023-09-09,East Dennis,6,Premium,Organic Search
2215,John,Adams,Male,1982-09-26,2024-12-04,Vincentville,3,Standard,Organic Search
2216,Marc,Stevens,Male,1951-02-12,2024-08-23,West Bradleyville,7,Standard,Paid Search
2217,Krystal,Crawford,Female,1962-04-18,2024-10-23,Caldwelltown,8,Standard,Referral
2218,Lisa,Bell,Female,1983-05-11,2023-11-11,North David,1,Standard,Email
2219,Kristina,Dunn,Female,1968-04-13,2025-09-22,Davidbury,5,Standard,Email
2220,Michael,Montes,Male,1986-10-10,2023-06-03,Wilkinsonview,1,Budget,Paid Search
2221,Kenneth,Rosales,Male,1977-07-25,2025-07-16,Richardshaven,1,Standard,Organic Search
2222,Christopher,Blankenship,Male,1984-12-21,2025-11-20,Amandastad,2,Standard,Social Media
2223,Suzanne,Cochran,Female,1979-04-09,2023-07-17,South Meganmouth,1,Standard,Organic Search
2224,Angela,Guzman,Female,1995-06-20,2024-09-02,Port Stevenmouth,5,Standard,Referral
2225,Kevin,Villarreal,Other,1961-12-28,2025-01-28,Robinport,5,Budget,Organic Search
2226,Kristina,Mcdonald,Female,2002-11-18,2025-12-25,New Robert,5,Standard,Paid Search
2227,Janice,Reed,Female,1994-10-06,2025-09-21,NEW SARABURY,4,Standard,Social Media
2228,Heather,Thompson,Other,1964-11-15,2024-08-13,Lunabury,6,Standard,Social Media
2229,Olivia,Brewer,Female,1951-01-10,2025-12-08,Castilloview,6,Standard,Social Media
2230,Elizabeth,Reid,Female,1974-06-09,2024-05-14,Lake Nicole,7,Premium,Paid Search
2231,Shannon,Dean,Female,1964-03-03,2024-05-24,Stoneburgh,5,Standard,Affiliate
2232,Larry,Camacho,Male,1970-09-30,2024-11-14,Thomasmouth,3,Standard,Referral
2233,Rebecca,Goodwin,Other,1999-05-09,2025-07-15,Jeffreyhaven,4,Premium,Affiliate
2234,Sean,Holland,Male,2001-07-14,2023-11-22,New Ruth,4,Budget,Email
2235,Brandon,Shaffer,Other,2005-10-24,2025-06-14,Sarahtown,1,Budget,Email
2236,Margaret,Martinez,Female,1950-09-27,2023-01-06,Perkinschester,6,Budget,Social Media
2237,Tyler,Sims,Male,1988-10-11,2024-02-21,New Justinland,7,Premium,Paid Search
2238,Jason,Gomez,Male,1999-11-25,2025-12-13,South Robert,8,Budget,Paid Search
2239,Donna,Jackson,Female,1992-11-01,2025-04-02,Nealberg,2,Premium,Social Media
2240,Calvin,Green,Male,1956-09-07,2024-10-02,North Jeffrey,1,Standard,Organic Search
2241,Richard,Hall,Male,1981-05-21,2025-06-05,Lake Susanton,1,Standard,Organic Search
2242,Thomas,Shelton,Male,1964-06-20,2024-09-04,South John,6,Budget,Affiliate
2243,Tony,Wilson,Male,1979-03-12,2023-07-18,Lopezburgh,5,Budget,Organic Search
2244,Jennifer,Pruitt,Female,1954-02-16,2024-11-06,Travismouth,6,Budget,Social Media
2245,Jennifer,Booker,Female,2008-06-24,2025-11-29,North Cynthiahaven,7,Premium,Social Media
2246,Derek,Hull,Male,1991-12-07,2024-03-05,East Tiffany,2,Standard,Organic Search
2247,Leslie,Mercer,Male,1956-01-19,2023-04-16,Shaneport,3,Premium,Affiliate
2248,Carla,Johnston,Female,2004-02-03,2025-06-13,Port Laura,6,Standard,Organic Search
2249,Philip,Gill,Male,2002-09-13,2024-09-23,Cohenfort,2,Standard,Affiliate
2250,Richard,Robles,Male,1980-10-20,2024-05-18,West Johntown,4,Premium,Referral
2251,Rachel,Martin,Female,1991-04-22,2024-10-27,Lake Kevin,3,Standard,Paid Search
2252,Monica,Young,Female,1972-04-05,2025-11-10,Alexborough,4,Budget,Organic Search
2253,Charles,Hart,Male,2007-03-07,2024-02-06,Lake Teresaton,8,Budget,Paid Search
2254,Jessica,Kirby,Female,1955-07-31,2023-12-03,Jonesport,1,Premium,Paid Search
2255,Eric,Hayes,Male,1956-03-13,2024-12-11,Wrightmouth,4,Standard,Paid Search
2256,Emily,Hopkins,Female,1958-05-26,2024-10-02,Lake Samanthaburgh,8,Standard,Direct
2257,Martin,Martinez,Male,1998-03-19,2023-09-22,Georgeton,3,Budget,Organic Search
2258,Nicholas,Ramos,Male,1954-12-30,2025-01-24,Lisaview,5,Premium,Referral
2259,Theresa,Walker,Female,1983-08-04,2025-01-18,West Stephanie,8,Standard,Organic Search
2260,Melinda,Ross,Female,1975-11-20,2025-02-15,West Luisborough,2,Standard,Direct
2261,Nancy,Powers,Female,2006-07-31,2024-08-12,Port Victoria,1,Premium,Organic Search
2262,Gregory,Palmer,Male,1964-05-22,2024-03-26,West Stephen,1,Budget,Paid Search
2263,Danielle,Yates,Female,1965-10-17,2024-05-10,East Johnfort,1,Standard,Social Media
2264,David,Peterson,Male,1968-12-04,2025-08-28,North Henry,3,Standard,Organic Search
2265,David,Collins,Male,1997-02-07,2025-03-05,East Kelly,1,Budget,Referral
2266,Karen,King,Female,1991-04-19,2024-07-27,Jamesmouth,3,Standard,Paid Search
2267,Brooke,Allen,Female,1993-04-22,2025-02-22,Bradleyland,6,Budget,Social Media
2268,Jennifer,Martinez,Female,1969-02-07,2024-06-03,West Cody,2,Budget,Social Media
2269,Allen,Erickson,Male,1966-06-06,2025-09-19,Staceymouth,3,Premium,Social Media
2270,Joseph,Jimenez,Male,1954-12-27,2025-06-02,Cynthiaton,1,Standard,Organic Search
2271,Donald,Hernandez,Male,1962-05-31,2023-07-08,Staceyfurt,5,Budget,Organic Search
2272,Eric,Miller,Male,1995-11-22,2023-04-22,West Lisa,3,Budget,Organic Search
2273,Savannah,Anderson,Female,1984-07-27,2023-03-10,New Lauren,1,Standard,Paid Search
2274,Andrew,Tucker,Male,1959-09-02,2023-02-27,New Christopherbury,8,Budget,Organic Search
2275,Rodney,Oconnor,Male,1960-03-10,2024-11-05,Rebeccastad,6,Standard,Direct
2276,Michelle,Walker,Female,1977-09-08,2023-11-06,Cherylview,5,Premium,Social Media
2277,Timothy,Dickson,Male,1974-03-26,2025-04-18,Rodriguezfort,5,Budget,Email
2278,Shannon,Edwards,Female,1981-09-27,2024-10-22,Averyfurt,3,Standard,Paid Search
2279,Jessica,Hall,Female,2006-08-09,2023-06-26,West Robert,2,Budget,Paid Search
2280,Alan,Bowers,Male,1962-09-12,2023-01-13,Lake Robertland,4,Standard,Social Media
2281,Michael,Salas,Male,1968-07-15,2023-03-17,Patriciachester,6,Standard,Paid Search
2282,Cynthia,Anderson,Female,1966-01-10,2024-12-10,South Ryanland,8,Premium,Paid Search
2283,Emily,Roberts,Female,1957-08-11,2025-01-29,West Catherinefurt,4,Budget,Social Media
2284,Kathryn,Howard,Female,1959-10-19,2024-06-07,Larsonmouth,3,Standard,Social Media
2285,Sherry,Torres,Female,1990-06-13,2023-06-01,Lake Tamara,5,Standard,Direct
2286,Andrew,Mahoney,Other,1998-08-03,2025-11-13,Lake Kathyton,5,Budget,Organic Search
2287,Brian,Miller,Male,1991-01-28,2024-08-04,Kathychester,2,Budget,Social Media
2288,Morgan,Atkinson,Female,1952-12-29,2024-08-29,New Eduardo,3,Budget,Organic Search
2289,Ronald,Warren,Male,1999-02-21,2024-07-09,New Brittneyton,1,Budget,Paid Search
2290,Diana,Dickson,Female,1969-09-01,2023-04-28,Douglasfurt,3,Standard,Email
2291,Teresa,Peters,Female,1955-12-12,2025-05-18,South Tammyfort,6,Budget,Organic Search
2292,Michelle,Gross,Female,1965-01-19,2025-04-09,New Lisastad,3,Standard,Social Media
2293,Tara,Galvan,Female,1971-04-16,2023-10-14,West Courtneyshire,5,Budget,Paid Search
2294,Janet,Holder,Female,1980-06-08,2024-02-29,South Timothy,3,Standard,Organic Search
2295,Joseph,Smith,Male,1989-12-07,2024-12-23,Lake Tracy,1,Standard,Direct
2296,Samantha,Ramsey,Female,1965-09-29,2024-07-04,Lake Elizabethport,5,Premium,Paid Search
2297,Jillian,Chen,Female,2008-02-12,2025-12-30,Clarkchester,4,Premium,Referral
2298,Douglas,Owens,Male,1952-06-16,2024-11-05,Lake Jennifer,6,Standard,Paid Search
2299,Richard,Chung,Male,1974-02-10,2025-10-04,North Kayla,5,Budget,Direct
2300,Cassandra,Farley,Other,1976-11-18,2023-12-09,Dakotaview,6,Standard,Paid Search
2301,Gregory,Campbell,Male,1994-01-17,2025-01-01,South Steven,1,Premium,Paid Search
2302,Angela,Hughes,Female,1965-02-23,2024-05-03,Annechester,4,Budget,Referral
2303,Jamie,Robertson,Female,1977-06-15,2025-11-13,Coleland,3,Budget,Paid Search
2304,Sean,Morgan,Male,1997-04-13,2024-12-27,Barryland,5,Premium,Paid Search
2305,Jessica,Gomez,Female,1958-10-06,2025-03-31,West Elizabethstad,4,Budget,Direct
2306,Roberto,Clark,Male,1951-05-08,2023-05-28,Johnland,1,Budget,Social Media
2307,Jonathan,Moon,Male,1998-10-26,2024-10-27,Clarkberg,4,Budget,Email
2308,Alan,Johnson,Male,2007-08-24,2025-01-23,Allisonstad,5,Premium,Email
2309,Jeffrey,Chang,Male,1958-03-28,2024-03-27,East Kaylee,2,Budget,Referral
2310,Michele,Olson,Female,1998-06-06,2025-06-09,North Erica,5,Standard,Affiliate
2311,Brett,Simpson,Male,1972-03-30,2024-10-06,Rodriguezburgh,7,Premium,Social Media
2312,Ryan,Rodriguez,Male,1987-03-19,2025-01-06,Amyberg,1,Standard,Paid Search
2313,Adam,Garcia,Male,1988-01-18,2024-06-16,Elizabethberg,4,Standard,Organic Search
2314,Tiffany,Moses,Female,1984-06-06,2025-04-19,Matthewtown,7,Standard,Social Media
2315,Mary,Shea,Female,1965-09-01,2023-07-12,Brittanyton,1,Budget,Referral
2316,Katie,Garner,Female,1997-10-18,2024-11-14,Lake Annaside,2,Budget,Social Media
2317,Sarah,Bradley,Female,1951-12-02,2025-10-14,Moralesmouth,5,Budget,Organic Search
2318,David,Hicks,Male,1954-05-24,2024-01-18,West Nicholas,4,Budget,Paid Search
2319,Jenna,Smith,Female,2003-01-01,2025-09-23,Johnbury,6,Standard,Social Media
2320,Raymond,Brown,Male,1976-05-17,2025-10-06,New Christopherbury,5,Budget,Referral
2321,Erik,Gilbert,Male,1958-02-15,2024-01-12,North Travis,4,Standard,Organic Search
2322,Valerie,Ramirez,Female,2003-02-25,2023-06-05,Freyshire,3,Budget,Social Media
2323,Tonya,Gutierrez,Female,1998-10-04,2025-07-02,Robertfurt,1,Budget,Referral
2324,Brittany,Harvey,Female,1969-11-19,2025-12-01,West Cory,4,Standard,Direct
2325,Larry,Gray,Male,1953-02-17,2024-02-13,West Eric,1,Budget,Organic Search
2326,Paula,Welch,Female,1977-05-24,2025-10-28,North Gabrielbury,8,Standard,Direct
2327,Andrew,Walker,Male,1960-05-25,2023-12-13,Benjaminfurt,1,Budget,Social Media
2328,Patrick,Hayes,Male,1983-12-10,2024-06-14,East Michaelstad,1,Budget,Referral
2329,Kelly,Doyle,Female,1998-04-25,2025-10-07,Curtishaven,6,Standard,Organic Search
2330,Samuel,Martin,Male,1973-07-26,2024-04-12,West Chadfurt,1,Budget,Social Media
